ELEMENT|NAME OF EXCHANGE|EQUITY - KEY INDICATORS|COUNTRY|TIME|UNIT|VALUE in ACTUALS
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2015|US dollar|33898181234
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2015|Domestic Currency|1.00207E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2015|US dollar|1.57159E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2015|Domestic Currency|7761356044
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2015|US dollar|505296617.4
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|05/2015|Domestic Currency|8.95482E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|05/2015|US dollar|8844686118
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2015|Domestic Currency|33013828000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2015|US dollar|70542428
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|05/2015|Domestic Currency|3067260000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|05/2015|US dollar|22910000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|05/2015|Index|4586.95
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|05/2015|Index|8300.805
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|05/2015|Index|149.51
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|05/2015|Index|938.19
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|05/2015|Index|33013.828
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|05/2015|Index|7220.29
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2015|Domestic Currency|2.41768E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2015|US dollar|31075524036
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2015|Domestic Currency|9.68632E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2015|US dollar|1.52353E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2015|Domestic Currency|7866441051
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2015|US dollar|511804882.9
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2015|Domestic Currency|9.63535E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2015|US dollar|9638525914
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2015|Domestic Currency|32591263180
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2015|US dollar|70116421
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|04/2015|Domestic Currency|3048670000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|04/2015|US dollar|22940000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|04/2015|Index|4047.29
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|04/2015|Index|8524.007895
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|04/2015|Index|151.54
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|04/2015|Index|948.36
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|04/2015|Index|32591.26318
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|04/2015|Index|7179
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2015|Domestic Currency|2.61876E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2015|US dollar|33660128663
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2015|Domestic Currency|9.93012E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2015|US dollar|1.58651E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2015|Domestic Currency|7826489567
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2015|US dollar|508543831.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2015|Domestic Currency|9.70565E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2015|US dollar|9749161425
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2015|Domestic Currency|31977396190
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2015|US dollar|70405177
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|03/2015|Domestic Currency|2891170000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|03/2015|US dollar|21750000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|03/2015|Index|4530.48
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|03/2015|Index|8664.061905
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|03/2015|Index|150.77
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|03/2015|Index|978.44
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|03/2015|Index|31977.39619
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|03/2015|Index|6820.34
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2015|Domestic Currency|2.67116E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2015|US dollar|34333683419
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2015|Domestic Currency|1.02126E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2015|US dollar|1.65277E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2015|Domestic Currency|7554050548
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2015|US dollar|492120556.9
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2015|Domestic Currency|1.00493E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2015|US dollar|10168558262
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2015|Domestic Currency|34109628950
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2015|US dollar|76277687
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|02/2015|Domestic Currency|3094620000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|02/2015|US dollar|23290000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|02/2015|Index|4763.22
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|02/2015|Index|8750.435
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|02/2015|Index|145.52
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|02/2015|Index|984.51
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|02/2015|Index|34109.62895
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|02/2015|Index|7301.29
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2015|Domestic Currency|2.61975E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2015|US dollar|33672915681
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2015|Domestic Currency|1.01002E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2015|US dollar|1.63546E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2015|Domestic Currency|6978161518
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2015|US dollar|454307390.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2015|Domestic Currency|1.01174E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2015|US dollar|10011589697
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|01/2015|Domestic Currency|33669412730
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|01/2015|US dollar|76305532
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|01/2015|Domestic Currency|3042260000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|01/2015|US dollar|23010000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|01/2015|Index|4724.05
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|01/2015|Index|8517.769048
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|01/2015|Index|134.43
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|01/2015|Index|939.53
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|01/2015|Index|33669.41273
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|01/2015|Index|7180.05
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|12/2014|Domestic Currency|2.69445E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|12/2014|US dollar|34566388711
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|12/2014|Domestic Currency|9.60046E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|12/2014|US dollar|1.51591E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|12/2014|Domestic Currency|6924031424
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|12/2014|US dollar|449612430.1
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|12/2014|Domestic Currency|9.25355E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|12/2014|US dollar|9337589808
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|12/2014|Domestic Currency|31665347730
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|12/2014|US dollar|71801427
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|12/2014|Domestic Currency|3104860000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|12/2014|US dollar|23690000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|12/2014|Index|4864.96
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|12/2014|Index|8309.868182
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|12/2014|Index|133.38
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|12/2014|Index|916.74
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|12/2014|Index|31665.34773
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|12/2014|Index|7298.95
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|11/2014|Domestic Currency|2.55986E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|11/2014|US dollar|32945444659
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|11/2014|Domestic Currency|9.73957E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|11/2014|US dollar|1.57157E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|11/2014|Domestic Currency|7197912115
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|11/2014|US dollar|467700592.3
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|11/2014|Domestic Currency|8.79225E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|11/2014|US dollar|8944306612
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|11/2014|Domestic Currency|31325016110
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|11/2014|US dollar|71274302
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|11/2014|Domestic Currency|3039200000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|11/2014|US dollar|23200000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|11/2014|Index|4769.43
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|11/2014|Index|8417.058333
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|11/2014|Index|138.66
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|11/2014|Index|866.16
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|11/2014|Index|31325.01611
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|11/2014|Index|7153.9
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|10/2014|Domestic Currency|2.81217E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|10/2014|US dollar|36328247255
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|10/2014|Domestic Currency|9.49052E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|10/2014|US dollar|1.54549E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|10/2014|Domestic Currency|7364492959
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|10/2014|US dollar|479147232.2
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|10/2014|Domestic Currency|9.54617E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|10/2014|US dollar|9738007753
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|10/2014|Domestic Currency|30083650000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|10/2014|US dollar|68062427
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|10/2014|Domestic Currency|3109560000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|10/2014|US dollar|23770000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|10/2014|Index|5173.23
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|10/2014|Index|7953.113889
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|10/2014|Index|141.87
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|10/2014|Index|923.59
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|10/2014|Index|30083.65
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|10/2014|Index|7326.81
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2014|Domestic Currency|2.75711E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2014|US dollar|35621519897
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2014|Domestic Currency|9.17284E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2014|US dollar|1.48877E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2014|Domestic Currency|7398392187
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2014|US dollar|480727237.6
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2014|Domestic Currency|9.54672E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2014|US dollar|9848067568
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2014|Domestic Currency|29766480910
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2014|US dollar|67997490
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|09/2014|Domestic Currency|3066350000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|09/2014|US dollar|23520000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|09/2014|Index|5074.31
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|09/2014|Index|8053.525
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|09/2014|Index|142.52
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|09/2014|Index|919.88
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|09/2014|Index|29766.48091
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|09/2014|Index|7252.14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|08/2014|Domestic Currency|2.46275E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|08/2014|US dollar|31814379279
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|08/2014|Domestic Currency|9.06096E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|08/2014|US dollar|1.49831E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|08/2014|Domestic Currency|6477176332
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|08/2014|US dollar|420869157.4
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|08/2014|Domestic Currency|9.73191E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|08/2014|US dollar|10031857850
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|08/2014|Domestic Currency|28748658950
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|08/2014|US dollar|67440740
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|08/2014|Domestic Currency|2952420000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|08/2014|US dollar|22680000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|08/2014|Index|4549.52
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|08/2014|Index|7787.352632
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|08/2014|Index|124.78
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|08/2014|Index|1034.39
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|08/2014|Index|28748.65895
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|08/2014|Index|7034.09
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|07/2014|Domestic Currency|2.38308E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|07/2014|US dollar|30741542957
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|07/2014|Domestic Currency|8.83114E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|07/2014|US dollar|1.46585E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|07/2014|Domestic Currency|7180220708
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|07/2014|US dollar|466551053.1
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|07/2014|Domestic Currency|1.08869E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|07/2014|US dollar|11339372253
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|07/2014|Domestic Currency|29868831050
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|07/2014|US dollar|71195485
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|07/2014|Domestic Currency|2856870000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|07/2014|US dollar|21940000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|07/2014|Index|4427.16
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|07/2014|Index|7676.761364
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|07/2014|Index|138.32
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|07/2014|Index|1036.11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|07/2014|Index|29868.83105
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|07/2014|Index|6813.9
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|06/2014|Domestic Currency|2.38626E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|06/2014|US dollar|30738928378
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|06/2014|Domestic Currency|8.8547E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|06/2014|US dollar|1.47349E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|06/2014|Domestic Currency|7673179041
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|06/2014|US dollar|497935044.8
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|06/2014|Domestic Currency|9.64953E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|06/2014|US dollar|10216543145
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|06/2014|Domestic Currency|29366171900
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|06/2014|US dollar|70566875
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|06/2014|Domestic Currency|2673020000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|06/2014|US dollar|20510000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|06/2014|Index|4480.52
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|06/2014|Index|7542.842857
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|06/2014|Index|147.81
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|06/2014|Index|904.6
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|06/2014|Index|29366.1719
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|06/2014|Index|6378.62
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2014|Domestic Currency|2.29976E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2014|US dollar|29624682597
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2014|Domestic Currency|8.25135E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2014|US dollar|1.39774E+12
