ELEMENT|NAME OF EXCHANGE|EQUITY - KEY INDICATORS|COUNTRY|TIME|UNIT|VALUE in ACTUALS
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|11/2022|US dollar|30585135432
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|11/2022|Index|6235.95
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|11/2022|Index|18311.28
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|11/2022|Index|311.7
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|11/2022|Index|1911.26
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|11/2022|Index|42542.51
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|10/2022|Domestic Currency|4.50809E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|10/2022|US dollar|46475131959
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|10/2022|Domestic Currency|2.77772E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|10/2022|US dollar|3.37129E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|10/2022|Domestic Currency|28705373236
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|10/2022|US dollar|1863985275
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|10/2022|Domestic Currency|2.67279E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|10/2022|US dollar|20283761327
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|10/2022|Domestic Currency|6.80603E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|10/2022|US dollar|30828896722
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|10/2022|Index|6307.34
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|10/2022|Index|17406.87
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|10/2022|Index|336.03
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|10/2022|Index|1858.33
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|10/2022|Index|41861.15
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2022|Domestic Currency|4.60102E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2022|US dollar|47927264580
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2022|Domestic Currency|2.69772E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2022|US dollar|3.30796E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2022|Domestic Currency|26338880638
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2022|US dollar|1711428242
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2022|Domestic Currency|2.74488E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2022|US dollar|21525121942
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2022|Domestic Currency|6.86488E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2022|US dollar|29720305361
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|09/2022|Index|6512.89
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|09/2022|Index|17544.88
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|09/2022|Index|308.32
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|09/2022|Index|1910.38
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|09/2022|Index|41584.43
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|08/2022|Domestic Currency|4.59037E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|08/2022|US dollar|48319730526
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|08/2022|Domestic Currency|2.78172E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|08/2022|US dollar|3.48939E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|08/2022|Domestic Currency|25406132374
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|08/2022|US dollar|1651894173
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|08/2022|Domestic Currency|2.91468E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|08/2022|US dollar|22867413855
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|08/2022|Domestic Currency|7.09626E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|08/2022|US dollar|32127659196
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|08/2022|Index|6457.22
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|08/2022|Index|17579.07
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|08/2022|Index|297.4
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|08/2022|Index|2041.06
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|08/2022|Index|42483.19
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|07/2022|Domestic Currency|4.4254E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|07/2022|US dollar|46730745512
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|07/2022|Domestic Currency|2.647E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|07/2022|US dollar|3.3329E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|07/2022|Domestic Currency|23705470605
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|07/2022|US dollar|1539316273
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|07/2022|Domestic Currency|2.86934E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|07/2022|US dollar|22450075737
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|07/2022|Domestic Currency|6.8676E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|07/2022|US dollar|31102568362
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|07/2022|Index|6133.96
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|07/2022|Index|16299.02143
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|07/2022|Index|277.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|07/2022|Index|2009.47
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|07/2022|Index|40840.79
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|06/2022|Domestic Currency|4.56581E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|06/2022|US dollar|48858359872
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|06/2022|Domestic Currency|2.42033E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|06/2022|US dollar|3.06596E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|06/2022|Domestic Currency|22486682814
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|06/2022|US dollar|1459226659
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|06/2022|Domestic Currency|2.84411E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|06/2022|US dollar|22778385552
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|06/2022|Domestic Currency|6.96938E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|06/2022|US dollar|34029605021
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|06/2022|Index|6376.94
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|06/2022|Index|15933.16364
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|06/2022|Index|263.23
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|06/2022|Index|1996.26
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|06/2022|Index|41773.42
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2022|Domestic Currency|4.55551E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2022|US dollar|51185551236
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2022|Domestic Currency|2.55689E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2022|US dollar|3.29224E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2022|Domestic Currency|21314858008
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2022|US dollar|1384081689
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|05/2022|Domestic Currency|3.34356E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|05/2022|US dollar|26979399661
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2022|Domestic Currency|7.13104E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2022|US dollar|36371280742
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|05/2022|Index|6392.86
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|05/2022|Index|16271.01905
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|05/2022|Index|249.51
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|05/2022|Index|2350.4
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|05/2022|Index|42967.52
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2022|Domestic Currency|4.7617E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2022|US dollar|55080354425
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2022|Domestic Currency|2.64593E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2022|US dollar|3.46216E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2022|Domestic Currency|19608709129
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2022|US dollar|1274120151
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2022|Domestic Currency|3.42611E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2022|US dollar|28124354129
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2022|Domestic Currency|7.61127E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2022|US dollar|41214289746
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|04/2022|Index|6655.67
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|04/2022|Index|17419.36053
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|04/2022|Index|229.54
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|04/2022|Index|2415.25
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|04/2022|Index|45491.19
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2022|Domestic Currency|4.79303E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2022|US dollar|55603622970
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2022|Domestic Currency|2.61811E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2022|US dollar|3.45364E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2022|Domestic Currency|19150217035
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2022|US dollar|1245947758
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2022|Domestic Currency|3.78279E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2022|US dollar|30867334231
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2022|Domestic Currency|7.45567E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2022|US dollar|41438077757
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|03/2022|Index|6757.84
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|03/2022|Index|16864.67381
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|03/2022|Index|224.18
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|03/2022|Index|2668.12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|03/2022|Index|43824.73
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2022|Domestic Currency|4.84103E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2022|US dollar|56291035465
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2022|Domestic Currency|2.50536E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2022|US dollar|3.31887E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2022|Domestic Currency|18640715904
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2022|US dollar|1210436098
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2022|Domestic Currency|3.95965E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2022|US dollar|32827462859
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2022|Domestic Currency|7.77277E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2022|US dollar|44244381682
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|02/2022|Index|6739.45
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|02/2022|Index|17225.94
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|02/2022|Index|218.21
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|02/2022|Index|2801.57
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|02/2022|Index|45483.79
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2022|Domestic Currency|4.97392E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2022|US dollar|57836307326
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2022|Domestic Currency|2.62192E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2022|US dollar|3.49741E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2022|Domestic Currency|18076508806
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2022|US dollar|1172276836
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2022|Domestic Currency|4.03713E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2022|US dollar|34149274827
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|01/2022|Domestic Currency|7.76574E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|01/2022|US dollar|43989041276
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|01/2022|Index|6926.29
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|01/2022|Index|17770.6225
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|01/2022|Index|211.61
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|01/2022|Index|2857.75
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|01/2022|Index|45305.96
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|12/2021|Domestic Currency|4.83248E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|12/2021|US dollar|56322612121
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|12/2021|Domestic Currency|2.64026E+14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|12/2021|US dollar|3.55339E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|12/2021|Domestic Currency|16653670137
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|12/2021|US dollar|1082109820
